,i,RAC,return,actions,Actual Path,ground_truth
66,66,106.27455793019243,109.55651838419871,"[22, 5, 4, 37]","[0, 1, 2, 7, 5, 4]","[   0.           -5.426432     -6.16308037  -15.13832353   34.70477299
   62.25964414 -118.2539425    27.18161361    6.48346792    5.72057488
  118.27663052   43.70839369   23.41676769   14.35220205   -3.61961838
   -2.24171203   -7.40248007  -12.21869175   -0.24402012   -3.16306614
   -2.89066209   -1.71067802 -112.39287331  -23.55011653   -9.2126767
  -20.07427915   16.07622615    6.90059448    7.78648671  -10.69165004
  -24.41754418   14.04254512  -24.30647942   27.0354603   -39.33404953
   18.23579319    5.84069071]"
67,67,151.5796612362324,8.474038401927348,"[22, 5, 6, 10, 37]","[0, 1, 2, 7, 6, 4]","[   0.            0.72096142  -11.152586     24.62093078  -15.46581562
  -23.93548405   13.95968553   24.41179308   -8.28709915  -22.22118991
  -20.97161846  -43.7368909   -32.70670505  -16.8502106    13.84658375
  -95.54261464  -30.17640903  -21.06310205    8.91740581    2.22331736
    1.1861885    10.55379948 -203.97165465  -45.8122204   -23.37583619
   18.1456359     5.34494431    1.02988659   23.28430207  -32.33333969
   -1.7184406     3.11670945  -20.64148215   37.79049889  -33.04396075
  -21.25992469    3.03152087]"
68,68,137.25641862837756,39.83561874143539,"[22, 4, 37]","[0, 1, 2, 3, 4]","[ 0.00000000e+00  9.99718093e-01 -1.54035342e+01  1.67608354e+01
  3.94785994e+01  7.29938099e+00  1.61823590e+01  9.23084077e+00
  3.50331675e-01  9.18045962e+00  2.45968664e+01  3.91143953e-01
  9.20721212e+00  1.40156502e+01 -8.17496741e+00 -1.70993650e+01
  7.68636407e+01  5.98986674e+00 -2.55044311e+00 -1.30684673e+00
 -1.20512368e+01  3.44081017e+00  1.95134987e+01  6.59662011e+01
  2.48306636e+01  1.75311469e+01  9.73053579e-02 -7.14541607e+00
  4.81625411e+01  4.51685094e+01  2.46224829e+00 -3.38488932e-02
 -2.67948532e+01 -5.64488155e+01 -1.58187674e+01 -1.69572205e+01
  1.66334459e+00]"
69,69,106.37316800000005,74.02237969186703,"[22, 23, 37]","[0, 19, 20, 21, 22]","[   0.           -3.01770986   11.62295167  -12.02800272 -159.74856583
   15.90904476   48.234617     21.12598217    8.52543909   13.78782829
   -8.98948249  -20.88728671  -16.80143259   11.80583116  -26.57681681
   -4.97586983  -19.89925584  -38.94246697   -9.24327488    1.32330157
    9.34571804  -23.39928647   88.75264656  -44.48618543  -79.27707842
  -23.87743479    1.68626444  -41.97225856    0.76621296   12.08742852
  -19.20764841   15.91763094    7.04666296  -26.07783601  -46.48006559
  -45.66075147   -3.31367611]"
70,70,106.37316800000002,336.07246321200836,"[22, 23, 37]","[0, 19, 20, 21, 22]","[   0.            0.88877462   -8.53039712   -8.87799356  -20.29379631
   44.0206228  -121.40544607   -8.29122903  -13.43087838  -15.46347809
  -67.00827734   32.21110775   -9.89828369   -5.03884542  -11.92434011
   14.97973033   16.52627892   -3.67211309    3.25978113    5.37334722
  -12.85225132  -25.22461262  370.77597993  -49.52163646  -21.68594531
   10.42205314   -7.84604887  -27.31564396   -3.53180854   12.32974766
  -28.34025433   -0.75648179   13.9615838   -25.01950625  -28.5135166
  -19.90673925   -0.93176716]"
71,71,200.08955079111482,-48.3366871656682,"[22, 4, 23, 24, 28, 29, 33, 34, 5, 37]","[0, 19, 31, 35, 34, 22]","[  0.          -5.96964043  -4.44298994   9.78824418 -45.15571496
  23.42783838  47.09279276 -19.30018111   2.18277905 -17.32287361
 -12.92022123  56.51676591 -14.25301786 -13.62191114 -34.11931072
  22.29464025  -2.90122014  -3.81373579   5.80867089  -7.41038441
  -1.60723106   5.49008195 -44.84846917  26.93949056 -27.17189089
 -11.37354175  -0.52640901 -22.59293761  35.67063867  30.67464171
  22.31495384 -10.88324908   0.84856979  25.6548958   62.92826702
 -39.12285152  -1.76873778]"
72,72,135.79698784393298,150.79972576476268,"[22, 4, 5, 37]","[0, 1, 2, 3, 4]","[ 0.00000000e+00 -3.39779717e+00 -2.20838847e+01  1.18048033e+01
  1.67476604e+02 -6.66382389e+01 -3.29735495e+01  1.09052068e+01
  1.18619318e-02 -1.51406104e+01  2.51818077e+01 -3.82527062e+00
 -3.01572130e+01 -5.00013015e+00  3.42802055e+01 -4.89506906e+01
  5.58362033e+01  8.28952686e+00  7.59833383e+00  6.95031702e+00
 -1.08400094e+01 -8.50736354e+00 -7.46186963e+01  5.83440206e+01
 -5.09997819e+01  2.25721897e+01  1.79057653e+01 -1.03736705e+01
 -2.68432097e+01  2.94704315e+01  1.74847227e+01  3.56528122e+00
 -7.85168858e+00 -1.22837225e+01  5.62282110e+01 -2.21734149e+01
 -1.21287207e+00]"
73,73,152.70264077581635,-65.17809520784449,"[22, 4, 23, 24, 28, 29, 33, 35, 34, 30, 25, 5, 6, 10, 11, 15, 16, 20, 26, 27, 32, 21, 12, 31, 1, 2, 3, 7, 8, 9, 13, 14, 17, 18, 19, 36, 37, 37]","[0, 19, 26, 30, 29, 22]","[   0.           10.65554398   24.40219668    5.26653745 -149.61206482
   -1.46941231   17.22783144  -30.58948661   -7.30259675   21.02630473
   64.79170677  -64.20053479    6.62019064   -2.10952357    5.96353402
  -45.84294072   23.01448094   -7.2781327     0.18199597   -2.60281993
   -0.15764333   -0.91682791  -74.20934266  -32.79344434   20.39234286
   21.01212217    1.45031906   -6.81712127   49.76500432   66.23273279
   -5.45993687   -3.59926022  -66.17743808   42.06795717   -9.05270788
  -13.25018581    4.56529271]"
74,74,149.424088054036,80.53221200266505,"[22, 4, 5, 37]","[0, 1, 2, 3, 4]","[  0.          -3.18336704  -4.08877179  17.05064577  73.75370506
 -23.87195333  38.14610102  25.23332643  -6.24697714   6.79378478
  -2.78220724  43.66752127  -6.03260373   1.50411762  26.44706096
 -13.21214323   1.0654011   -9.72658622   2.98494877   2.7500791
 -10.58821976 -33.46435884 -47.36449589 -44.9120314  -39.90891187
   5.39730618  16.49580277   4.20821177 122.41434221 -42.16760509
  36.37025602   8.63090156 -21.98423264  -6.9854428  -24.80940089
 -13.12735133   3.52860608]"
75,75,114.54095539554179,52.25507966949261,"[22, 4, 37]","[0, 19, 20, 21, 22]","[  0.           0.56347007   4.77022489  38.71962249  45.04145709
 -47.55389434  24.54523792  -3.56283549  13.46521433  23.2229975
   8.03224366  20.39262954 -15.28336774  -8.38373379  11.68848807
 -32.83902886 -28.91906879 -18.22744702   3.57276425   5.08966144
   6.30104043 -22.0800474   64.94442521  46.84713477 -12.36587946
  10.3178069   -1.48269343  13.83959472 -52.57555756 -14.76450904
   0.36561603  14.21531301  30.14469243  -6.87606351 -23.32002225
  -6.4458957    8.33625812]"
76,76,167.60226288731454,-17.0067459252154,"[22, 4, 5, 37]","[0, 1, 2, 3, 4]","[  0.          -2.78815225 -10.59536355 -11.43279985  10.80956972
  -6.97296034  -7.06238717   3.80073763 -12.15041644  29.09635334
  13.23571809 -13.42127948   5.35528447  -0.31386735   8.4943887
  64.94384238  -1.25724091  30.46478023   1.43837907   3.35123965
   2.26331644   5.28130246 -11.00814623  34.91092976  19.50973165
  -5.15000515   1.86477707  36.27493118   3.20425296 -32.96057117
   1.13042143  -1.4280109   26.23342095  17.88731387 -68.07135088
   0.65412268  -3.04713745]"
77,77,153.0485437448619,52.893243996445875,"[22, 5, 6, 10, 37]","[0, 1, 8, 12, 10, 4]","[   0.            3.30765736   -5.79757639    8.15622647   46.64793666
  -78.98836399   11.02192051  -31.51610345   15.68396907  -14.49590046
   12.23558869   46.55768632  -20.98190779   -9.76578006  -12.78101584
   67.89716926  -51.44461204   -3.78323165   -0.36956334   -0.80247687
   -1.08793477  -13.93968028 -120.69729695  -15.70180197  -85.51172397
   35.21861785   -7.74193227  -10.60467868  -31.74064045   11.67609711
  -24.44010722  -15.69037765    7.99900317   -1.82578773  -36.63677725
   22.37972951    0.98690605]"
78,78,122.3610972741264,28.916758187187558,"[22, 5, 6, 37]","[0, 1, 2, 7, 5, 4]","[   0.           -1.52359133    5.77975386   11.50510049   -6.07883498
   20.21047745  -20.70237675   13.52895319   -0.18155026  -12.99264145
   25.22513914    9.00227832  -17.53136385    8.28523129   41.8569267
    9.20033191   27.76559407   -7.70151993    0.77762164    4.98314366
  -10.64076272   -6.71113102 -138.66632065  -49.7739953    23.6057852
  -11.37761197   19.50379022   25.20750925   -3.55999894   18.65014342
  -10.8992895     2.4317445   -28.74431053  -51.67728674   14.93377135
   10.47731266   -1.30115138]"
79,79,106.62346655073033,69.88610407692724,"[22, 4, 37]","[0, 19, 20, 21, 22]","[ 0.00000000e+00  3.46941446e-01 -1.19050468e+01  5.31096041e-02
 -5.42412677e+01  3.88998507e+01  2.48366331e+01  1.10031347e+01
  8.55166113e+00  1.12773838e+01 -9.52613772e-01  5.84082455e+01
  1.38103454e+01  2.80145454e+01 -1.74960695e+01 -2.38942463e+01
 -4.99544427e+01 -1.69935647e+01 -2.04301491e+00 -6.57586981e+00
 -2.53670026e+00  2.19271245e-01  8.07794029e+01  3.09717902e+01
  2.68733141e+00 -1.70778277e+01 -7.99887977e+00  2.15807903e+01
 -3.88076754e+01  2.44285390e+01 -3.95464681e+00  1.13123103e+01
 -2.77296832e+01  3.37787023e+01 -4.11432931e+01  3.10387162e+01
 -2.74275529e+00]"
80,80,116.90368167698793,55.96226815894587,"[22, 4, 37]","[0, 19, 20, 21, 22]","[  0.           1.04401477   8.95211035 -23.61458313  27.35325396
  24.11468976 -26.45469728 -20.87221478  -5.81148973  -7.12706
  11.76295252 -71.87882551  -7.78980322   4.4914091   -9.47798512
  46.55232866 -49.19248552  19.73438458  -4.08057699  -8.79091912
   6.96212215  -0.42790751  60.21897265 106.33753851  43.44393826
  -3.26312537   5.52802251  45.78942735  -1.67104082 -30.0156362
   3.48727496 -15.74559881   5.26391089 -20.02148408 -47.0435109
   7.11143653  -4.93882643]"
81,81,178.9990995264996,2.907461415932424,"[22, 5, 6, 10, 11, 37]","[0, 1, 8, 12, 10, 4]","[   0.           -6.17700922    0.59928638  -33.09284553    2.36687056
   -1.36278124  -47.7543246   -42.03730157    3.68381879   29.90800962
   11.30714495  -63.97166974   -3.27336366  -11.39058939   35.77090198
  -11.37983582    5.17644337    9.41838228    4.56315462   -0.94905012
    4.32511413    4.3045632  -144.55407942  -35.12839797   14.0992533
  -26.65596727   -8.26796135  -23.70975619    8.96371267  -17.46815548
    3.11237931  -18.49781475  -11.3611427   -49.9424764   -38.62155741
   -8.85035773   -2.58516045]"
82,82,106.37316800000008,135.51442922144773,"[22, 23, 37]","[0, 19, 20, 21, 22]","[  0.          -6.78573578  12.8693651   11.46950775  57.94501543
  -1.10487325 -15.26211322  -6.17563925  13.87756047  34.32998831
  42.17512208 -22.53359078   8.92331524  19.99377753   4.78011974
  40.37554712  -8.85552016 -12.02669386  -3.2108909   -0.41833632
  -1.00873209   0.74442523 138.1970724  -16.41620214 -11.93384061
  13.95552079  -6.1303765   -7.93750377 -34.16582818  24.4409269
   4.65120118   8.16350187  -0.24158634  -6.69698229  23.25827066
 -32.29999723  -1.91655815]"
83,83,118.6062547843651,42.62706909448291,"[22, 4, 37]","[0, 19, 20, 21, 22]","[ 0.00000000e+00 -5.61373609e+00  1.14308469e+01  1.34995197e+01
 -4.64826734e+01  4.24708792e+01  5.71975364e+01 -1.33076707e+01
 -9.84503914e+00 -2.07931401e+01 -2.31292697e+01  3.77886558e+00
  2.23515084e+01 -3.77168602e+00 -2.16113298e+01  2.44465650e+00
  4.94978056e+01 -6.56292541e+00  3.23058498e+00 -1.20681518e+00
  7.88852263e+00 -1.88684648e+01  5.68138264e+01 -6.58416161e+01
 -4.94713108e+01  1.11845253e+01 -8.15682682e+00  2.53679890e+01
 -4.76652682e+01 -4.56312062e+01  8.55011346e+00 -7.32902772e+00
  2.25977938e+01  6.37932088e+01  3.08659169e+00 -3.73928700e-04
  2.36733532e+00]"
84,84,129.8584838257855,-1.3741244862422874,"[22, 4, 37]","[0, 19, 20, 21, 22]","[  0.          -2.30223531   6.62962064 -26.59296491 -54.26435807
 -29.31486101 -41.33240465  -4.5703789   -0.41761556 -37.28719887
  19.72396853  84.07450161 -23.36079503   4.11463563  20.3349762
 -17.21876221 -48.00661918  11.4133725   -8.37008697   1.90976302
 -11.02478058 -24.56847527  34.30936835 -12.62766369  -0.24389561
 -24.94580516 -10.49909265 -11.62688152  17.64994566 -33.43026415
 -20.10375062   1.7523474  -39.63267704 -43.2435932    6.53472079
 -11.51146627 -13.00866277]"
85,85,165.80872356238453,58.17124027745737,"[22, 5, 6, 10, 11, 37]","[0, 1, 8, 12, 10, 4]","[   0.           11.88877062    9.98732857  -26.20301594   18.01899212
  -70.59016077  -57.72503475  -27.98571115    8.20353999   25.9059864
   37.68789688   -9.27729152  -12.62795933   -6.42177023   -7.63343202
  -70.53776016   64.46672851  -17.56216778   -2.49288533    4.53621701
    0.41329417   36.30949484 -135.61691405  -18.89388004  -19.89963533
    0.77873557   13.76194729    9.82864712   23.47643553  -51.36465338
   35.59820624  -12.88998357  -15.67485793  -42.35750306  -16.28954992
   -4.84609503    5.5356164 ]"
86,86,106.37316799999991,313.89846683824913,"[22, 23, 37]","[0, 19, 20, 25, 23, 22]","[  0.          -3.02709204   4.5677764  -12.46439842  69.35386472
 -46.08430263 -63.29677468  36.03701497  -0.43293782  23.27058013
  26.29281825 -19.16938398  12.33953649   6.79000653 -18.38524205
 -22.09310209  36.04112393  -4.72448238   4.94290112  -5.84698675
  -4.39952113  14.03760233 315.79739661  24.55016373  19.97901104
 -14.20258562  -5.49743904   2.48881321  52.35548637 -47.23367155
  -8.00998388  -3.28385316 -35.42344803 -21.77896884 -29.21717951
  13.3325042    8.22633555]"
87,87,155.12122222545344,206.72435257059902,"[22, 4, 5, 37]","[0, 1, 2, 7, 5, 4]","[  0.           0.63957772   5.27212261  -7.41545803 175.04434473
  15.16083563   7.48254991  13.60747188 -12.24510469  24.60259131
 -19.34404915 -44.59687074  28.54837619  -5.34886048 -18.24253936
 -36.54155206 -73.16270965 -19.8682798   -6.37696196  -5.87297665
  -8.05907511  14.79912233 -35.97022755   3.53238987  23.93272576
  -2.34981311  -2.29784867  31.62384845 -53.58594421 -33.25423573
   8.98839763 -10.1455906   20.76696494  32.74478473   6.84793052
  12.56598845  -4.86751793]"
88,88,130.37679974365096,126.81430666721118,"[22, 4, 37]","[0, 1, 2, 3, 4]","[  0.          11.02907621   9.56562693   1.36822201 106.85138151
  39.88730566 -37.26191662  14.60860985  -1.71213692 -25.77382361
  42.45743746  -1.62005131 -18.07442828 -15.5413303  -19.02265675
   8.02103546 -29.89315894  21.361617    -1.38511892   0.43278703
  -2.53220811 -24.2408201   33.27273651  22.08876347 -18.70970838
 -28.54985329   8.85804509  47.21267512 -60.88025113  -8.63780115
   3.80653474   7.22256103 -17.41432194   4.06997313  22.21433924
  19.24522742   7.16749704]"
89,89,233.59577338788827,-18.55366791000204,"[22, 4, 5, 6, 10, 11, 15, 16, 7, 23, 24, 28, 29, 33, 34, 3, 9, 14, 12, 25, 37]","[0, 1, 8, 12, 11, 4]","[ 0.00000000e+00 -1.06066648e-02 -4.25891840e+00 -5.11180929e+00
 -3.05778836e+01  1.62198736e+00 -2.73417711e+00 -2.40444820e+01
 -1.82533369e+00 -1.75915214e+01 -9.72991089e+00  2.69612296e+01
  6.89892641e+00 -6.25284842e+00 -4.12903265e+00 -3.48638968e+01
 -3.48042326e+01  7.96295277e+00 -3.32627612e+00  6.68386218e-01
  7.86214675e+00 -1.06344243e-01 -6.55879291e+01  2.21831852e+01
  1.87806858e+01 -4.18246450e+01  2.66136907e-02  8.36712231e+00
 -4.63365915e+01 -2.46115289e+01  5.59318940e+00 -1.57288811e+01
 -1.60469411e+01 -6.92717602e+01 -7.13042091e+01  1.48274113e+01
  8.71334020e+00]"
90,90,106.373168,204.05587562024132,"[22, 23, 37]","[0, 19, 20, 25, 23, 22]","[  0.          -1.1376197   -5.91398931 -15.98455308 119.01095007
 -54.63579462  28.83823589 -26.51123505  18.56931648  24.94360675
 -54.17033458 -29.61893883   4.68150853 -13.62234757   0.27750828
  52.38256862  43.28301915  15.63897484  -6.30204219   7.79860314
   4.19246294   1.68771654 116.31240338  59.736671    65.93781321
  18.01573515  -1.45023081  24.56801432  23.27734881   2.43414556
  -2.64193254 -18.24563441   8.29866598  48.65485908 -44.94637166
  36.47479136  -3.51173037]"
91,91,106.37316799999999,256.15102891359845,"[22, 23, 37]","[0, 19, 20, 21, 22]","[  0.          -5.29969877  -5.50919673  -5.51372544 122.22537268
 -36.23435945   2.77408688  43.57311313   1.47316911  10.34514258
 -51.75917806 -42.1955039    9.2953748    2.34106005  35.57732037
  34.55506687  -1.00237437  -3.14975108  -3.49018994  -0.85545278
  -6.64775626  11.56884305 254.0853949  -17.85577381 -26.6775626
   9.61594499  19.84980107   7.83817871  95.92811209  96.69441093
 -32.28239661  -2.16426581  33.27264237  -4.88065083  55.93682628
 -12.76729351  -3.99977975]"
92,92,144.70153397171848,-16.994033648203146,"[22, 5, 6, 10, 37]","[0, 1, 8, 12, 10, 4]","[   0.            1.53973775   -7.36329257  -52.45996468  -19.89461474
  -88.08749429   27.71594006   -1.85561248    7.77919868    9.95076514
   33.0228504   -20.53678287  -35.44120575   -4.42031082   25.91901054
  -16.73478835   17.77225393   14.63504099    2.10048449    1.60856477
   -2.26134552  -24.96404474 -100.62790285  -12.98336444  -45.8331715
   -9.13137942   -4.4249684     5.69544195   17.38773796   78.81124702
   47.08000581    5.12225799   -5.84854928    6.07184904  -92.06900458
  -39.30791387   -2.25216044]"
93,93,106.37316800000002,217.76829342338266,"[22, 23, 37]","[0, 19, 20, 21, 22]","[  0.           5.50367947  20.62230123   9.28032024 165.20633379
  10.36899498 -18.52656264 -29.27964932  -3.0532938   22.32984298
  76.99663554 -10.14035997  27.29573799  16.52199767 -38.92329141
  56.79429666  23.56202257  12.48866478  -0.93178406   0.63735613
  -1.73074305 -35.134494   255.99617434 -12.37047673 -20.3054167
 -24.31673769  -9.38317637 -23.71073072  44.24944553   7.24712018
  -1.30177207   6.44357539  15.66557617  -2.51531229  -6.0711245
  -3.49445798   3.31383486]"
94,94,136.9875942813636,26.272668726129048,"[22, 4, 37]","[0, 19, 20, 21, 22]","[ 0.00000000e+00  7.60591680e+00 -7.06856723e+00  3.50555518e+01
 -2.18342052e+02 -3.99889348e+01 -4.03844921e+01  6.20873547e-01
 -5.02174218e-02  9.18331158e+00 -3.72508095e+00  8.75364373e+00
 -1.44858164e+01  1.05984783e+01  2.03479054e+01 -2.94524481e+01
  1.39655900e+00 -2.28716960e-01  1.24396441e-01 -2.37324973e+00
 -1.06646443e+01  2.12594154e+01  2.00511474e+01 -2.29614093e+01
 -1.47567632e+01  2.54448971e-01  3.73143971e+00 -1.93792837e+01
 -1.20204297e+01  4.49166134e+01 -1.70154000e+01  6.68783655e+00
 -2.86547979e+01 -4.10438965e+00  1.94931733e+01 -6.74299763e+00
  1.46097012e+00]"
95,95,106.37316800000004,100.24544039104998,"[22, 23, 37]","[0, 19, 20, 21, 22]","[  0.          -2.91215413   3.39579485  11.98577425 108.85401057
   3.88713599  -5.69332756  35.63495538   5.88120329   0.21465452
 138.22465684 -46.18917354   3.82247762  -0.6344524  -11.84008762
 -59.71445755 -15.75859591  22.67129603   0.92833545  -7.79016657
  -3.02222359  -2.50278659 115.56061714 -25.29426998 -33.71175276
 -13.89414351   2.43141279  -0.60047968  28.47193608 -10.5505937
 -28.47885373 -13.01886453  -3.10594198  -0.58245336 -27.26818582
   2.65378895  -2.16537839]"
96,96,106.37316800000005,85.1617246568337,"[22, 23, 37]","[0, 19, 20, 25, 23, 22]","[  0.          -0.24332565  -6.5974621    7.14738463  13.20399334
 -34.73674167 -20.80611678   1.61135249 -12.02208149 -19.93730183
 -77.213999     4.15810312 -15.87710021  -4.36621822  -1.94377451
 -17.88861007  25.04095575   8.70665075   1.25922312   0.41771686
  12.99079337  15.27996303  98.42818441   2.60069713 100.92494602
 -27.27566711  -4.05484939 -31.61546957  18.34049798  43.5313439
 -11.16722725   8.32531005 -25.59913312  -7.75823664   4.88769381
  -6.69361842  -5.85636047]"
97,97,272.4437397412463,16.04759119146982,"[22, 4, 5, 6, 10, 11, 15, 16, 23, 37]","[0, 1, 13, 17, 16, 4]","[  0.          -2.14799177  -7.46389189  20.13695277 -59.11238669
 -45.09316113 -27.27728098 -19.50121513   6.75444443  -5.15195989
 -11.56581914 -13.80826147 -33.70197666  -7.19903553   7.65878164
 -20.97345024  64.99282397  28.51418121   6.0109464    4.16235185
 -11.99018376  -6.95215097 -61.0018145  -39.08836801  21.51505984
   3.35212276  -3.92782712  -4.38920023  -7.13656221  22.73768894
  -3.78734111   1.62987758  20.85417402  -9.51648083  21.80105071
 -20.80011999  -6.38860827]"
98,98,123.71469690609847,48.65018775508675,"[22, 4, 37]","[0, 19, 20, 21, 22]","[   0.            8.1880172     9.9854198   -14.1481375  -104.22073009
   -0.23253764  -59.74753907  -31.59866468   -6.17930513   -4.81006513
  -47.46574097  -70.22924667   -3.44299956    3.58575619   33.8037028
  -29.06341624   -2.87755161   10.84573801   -5.68272345    5.22429298
    5.36344359   -6.534491     46.59694219   37.04548032    8.04378345
   26.33424368   24.4774874     9.97791413   -4.6667502   -50.53728215
   28.41323294    0.96623076  -14.1381844    -4.82844115  -48.85645641
   -4.4929024     1.79974298]"
99,99,143.45589429844173,40.37669536759412,"[22, 5, 6, 10, 37]","[0, 1, 2, 7, 6, 4]","[   0.           10.28610869    2.83261941   26.59623957  -15.4621851
   -2.76123437   30.2072194    16.51293297   -1.1306921   -47.35675189
   -6.6819773    27.4159187     0.47000217    4.56201279    5.40985564
  -57.40032575   35.31268585  -11.60163328   -2.50782652    2.95476647
   -7.3161625     5.23510923 -102.69546948   -7.50103649  -14.93945158
   -9.23941933   -8.16466104   -0.90246605    4.85311105   37.03811118
  -11.47639393    0.5270311    44.14621174   15.67287478   19.30853711
    8.66668042   -8.52145847]"
